case,subject,condition,description,source_rigid_obj,target_mesh,fit_vertices,eval_full_no_eye_vertices,eval_eye_soft_vertices,fixed_eye_vertices,eye_fixed_max,eye_fixed_mean,displacement_mean,displacement_p90,displacement_max,full_median_before,full_median_local,full_median_after,full_p90_before,full_p90_after,nose_median_before,nose_median_local,nose_median_after,nose_p90_before,nose_p90_after,midface_median_before,midface_median_after,history_passes,eye_ellipse_count
005_1_neutral,005,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_1_neutral/005_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32664,32664,4608,4608,0.0,0.0,0.004118817941802811,0.00783588502777744,0.027776510784191015,0.0075147896237993585,0.007472459460500419,0.006000634780909982,0.02641536371634006,0.019800871780140648,0.019302578957246318,0.010671981613677889,0.008096336027024524,0.04102657134841242,0.019767971959262068,0.01309991039780815,0.007882844988288432,8,2
005_1_neutral,005,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_1_neutral/005_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32664,32664,4608,4608,0.0,0.0,0.0067960153175344136,0.01442146906830763,0.03355955961548359,0.0075147896237993585,0.008054575347993444,0.006309662334245141,0.02641536371634006,0.017574776412111217,0.019302578957246318,0.0065793517943301995,0.005554704771165265,0.04102657134841242,0.015269916593216953,0.01309991039780815,0.004541661297595949,16,2
005_10_dimpler,005,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_10_dimpler/005_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32586,32586,4737,4737,0.0,0.0,0.00706258037755499,0.015361538547926979,0.03197242616322636,0.006899821251559274,0.0081125467553965,0.0063598717900906696,0.022780551419500736,0.015992891758828245,0.019273095042688267,0.0071476627741688965,0.005840206926996085,0.0481316126492233,0.02294218520340953,0.013314337391870133,0.004537627597420322,16,2
005_10_dimpler,005,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_10_dimpler/005_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,35709,32586,4737,0,0.0,0.0,0.010548106074894783,0.019182591971023736,0.033378598167372375,0.006899821251559274,0.009727886365657825,0.007216933486550149,0.022780551419500736,0.015650835522241578,0.019273095042688267,0.00730100652309716,0.005882231776345014,0.0481316126492233,0.023207916629099254,0.013314337391870133,0.004725734099241717,16,2
005_10_dimpler,005,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_10_dimpler/005_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32586,32586,4737,4737,0.0,0.0,0.0033386245428703664,0.00609293448019262,0.02283741906820056,0.006899821251559274,0.006849701956125732,0.0056366223074238485,0.022780551419500736,0.017592873029418254,0.019273095042688267,0.010650433429311396,0.0084596938909026,0.0481316126492233,0.029353948562907108,0.013314337391870133,0.008169167899415455,8,2
005_10_dimpler,005,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_10_dimpler/005_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32586,32586,4737,4737,0.0,0.0,0.007069182968648591,0.01537255820383411,0.031973651551438644,0.006899821251559274,0.008125077705201905,0.006389263017085674,0.022780551419500736,0.016021760021902618,0.019273095042688267,0.0072455396642177265,0.006137429654978152,0.0481316126492233,0.023699715669312026,0.013314337391870133,0.004643878767816296,16,2
006_1_neutral,006,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/006_1_neutral/006_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/006_18_eye_closed/mesh.ply,31618,31618,6132,6132,0.0,0.0,0.004961548802734687,0.010931494256375341,0.027212964040446756,0.016966006539803888,0.01585685145311473,0.013149993940149096,0.050933339280283645,0.048370741206316785,0.015752065881497704,0.010155771776614218,0.008762924141952202,0.04658170544797477,0.03276172848456786,0.016757265156874673,0.007694264853700549,16,2
006_1_neutral,006,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/006_1_neutral/006_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/006_18_eye_closed/mesh.ply,35709,31618,6132,0,0.0,0.0,0.00824894978061492,0.014020738761227542,0.029300747024060398,0.016966006539803888,0.016775799971628924,0.01363648932694736,0.050933339280283645,0.04898112295698245,0.015752065881497704,0.010721230580656238,0.008990795884148564,0.04658170544797477,0.03308402539235291,0.016757265156874673,0.007893015996567627,16,2
006_1_neutral,006,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/006_1_neutral/006_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/006_18_eye_closed/mesh.ply,31618,31618,6132,6132,0.0,0.0,0.0032289861837350078,0.005617759742702073,0.01950263720823138,0.016966006539803888,0.016643447287940545,0.014055148488279674,0.050933339280283645,0.046978936055663036,0.015752065881497704,0.012763085089470586,0.010699670830019683,0.04658170544797477,0.032077041215628065,0.016757265156874673,0.012909165763600518,8,2
006_1_neutral,006,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/006_1_neutral/006_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/006_18_eye_closed/mesh.ply,31618,31618,6132,6132,0.0,0.0,0.004927860817360476,0.010849722026139035,0.026513358617964028,0.016966006539803888,0.01586773336068429,0.013192168694305376,0.050933339280283645,0.04840063032927376,0.015752065881497704,0.010355052639163658,0.009249452506943768,0.04658170544797477,0.03323850119487033,0.016757265156874673,0.0080148812585046,16,2
006_10_dimpler,006,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/006_10_dimpler/006_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/006_18_eye_closed/mesh.ply,31532,31532,6241,6241,0.0,0.0,0.004794606565383785,0.010860081027825572,0.03042981597854661,0.019193231395079204,0.017291542324753606,0.014608582649348691,0.059001428668369514,0.05613275747842207,0.013944752128565548,0.008526014672789904,0.0076525874240801674,0.05297720425157421,0.037905478088855235,0.016547048324268843,0.007466696733193822,16,2
006_10_dimpler,006,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/006_10_dimpler/006_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/006_18_eye_closed/mesh.ply,35709,31532,6241,0,0.0,0.0,0.0067801590346609295,0.012384696525640951,0.03086726796177822,0.019193231395079204,0.01752891355584626,0.014384088266279644,0.059001428668369514,0.05595508394375896,0.013944752128565548,0.008302146676511234,0.007424174543908219,0.05297720425157421,0.042150530573125754,0.016547048324268843,0.007285189657611026,16,2
006_10_dimpler,006,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/006_10_dimpler/006_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/006_18_eye_closed/mesh.ply,31532,31532,6241,6241,0.0,0.0,0.0029437550737249044,0.005827537768432459,0.018950687468871498,0.019193231395079204,0.018873955157577317,0.01603669050627766,0.059001428668369514,0.053639945900677485,0.013944752128565548,0.010380385576264653,0.008967903506300435,0.05297720425157421,0.038104847873643585,0.016547048324268843,0.013093836020361897,8,2
006_10_dimpler,006,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/006_10_dimpler/006_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/006_18_eye_closed/mesh.ply,31532,31532,6241,6241,0.0,0.0,0.004759496203044042,0.010722248049976691,0.029704765830024855,0.019193231395079204,0.017296600390896255,0.014637733287062749,0.059001428668369514,0.05614325009218894,0.013944752128565548,0.008629837409325833,0.00803213453359202,0.05297720425157421,0.03870234563185081,0.016547048324268843,0.007658511592851726,16,2
007_11_chin_raiser,007,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/007_11_chin_raiser/007_11_chin_raiser_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/007_18_eye_closed/mesh.ply,32181,32181,5134,5134,0.0,0.0,0.011643778091217402,0.023611091541839904,0.03883229898079967,0.024269931073529868,0.02341037525945362,0.019662687997304126,0.07368013999434442,0.07099457726617986,0.019193210814041038,0.012994958118271933,0.01094645072883191,0.05867726155173229,0.03765655099128594,0.023186051093181916,0.008430720898877125,16,2
007_11_chin_raiser,007,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/007_11_chin_raiser/007_11_chin_raiser_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/007_18_eye_closed/mesh.ply,35709,32181,5134,0,0.0,0.0,0.01917083087734948,0.03039908784849517,0.044765816838296696,0.024269931073529868,0.025866188383521917,0.021454849623549016,0.07368013999434442,0.07267995502989012,0.019193210814041038,0.015370322469538383,0.012641254209565113,0.05867726155173229,0.035234190121299754,0.023186051093181916,0.010863535940316535,16,2
007_11_chin_raiser,007,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/007_11_chin_raiser/007_11_chin_raiser_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/007_18_eye_closed/mesh.ply,32181,32181,5134,5134,0.0,0.0,0.005775316793788273,0.012222872878054122,0.025876693724497694,0.024269931073529868,0.023516651215407573,0.020010382273162163,0.07368013999434442,0.06864281388142263,0.019193210814041038,0.01574891722492613,0.013174751792057756,0.05867726155173229,0.03937030496509083,0.023186051093181916,0.016828052104798517,8,2
007_11_chin_raiser,007,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/007_11_chin_raiser/007_11_chin_raiser_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/007_18_eye_closed/mesh.ply,32181,32181,5134,5134,0.0,0.0,0.011595545616192629,0.023544733577794595,0.038715683040334396,0.024269931073529868,0.02341990009929126,0.019694601866659615,0.07368013999434442,0.0709699514587148,0.019193210814041038,0.013128054607955573,0.011505155189149067,0.05867726155173229,0.038257359819547546,0.023186051093181916,0.008703082909761382,16,2
007_14_sadness,007,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/007_14_sadness/007_14_sadness_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/007_18_eye_closed/mesh.ply,32717,32717,4519,4519,0.0,0.0,0.012518273779096116,0.02474900854987689,0.03996417153987726,0.024645570555633677,0.02487710444117884,0.02091413124286751,0.07243564236015534,0.0702623310076817,0.02008540815587069,0.013768947274475102,0.01155977064895121,0.06579422906464716,0.0410183694118031,0.02293736325834921,0.00865667553469321,16,2
007_14_sadness,007,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/007_14_sadness/007_14_sadness_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/007_18_eye_closed/mesh.ply,35709,32717,4519,0,0.0,0.0,0.020118753339798574,0.031453480675526016,0.04566217330018237,0.024645570555633677,0.026736998109363166,0.022223103601088586,0.07243564236015534,0.0712382918570679,0.02008540815587069,0.016254615338770307,0.013327823307884266,0.06579422906464716,0.03853355902497506,0.02293736325834921,0.01108672466089373,16,2
007_14_sadness,007,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/007_14_sadness/007_14_sadness_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/007_18_eye_closed/mesh.ply,32717,32717,4519,4519,0.0,0.0,0.006114797244895047,0.012346150211346616,0.02654672834851842,0.024645570555633677,0.024022308633359166,0.020472166324530493,0.07243564236015534,0.06712096740207858,0.02008540815587069,0.016532742461838466,0.014093665641074955,0.06579422906464716,0.043597666885714634,0.02293736325834921,0.016574801139999592,8,2
007_14_sadness,007,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/007_14_sadness/007_14_sadness_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/007_18_eye_closed/mesh.ply,32717,32717,4519,4519,0.0,0.0,0.012466198419537102,0.02469026663194639,0.03981509165121531,0.024645570555633677,0.02487230865416613,0.02094840176929476,0.07243564236015534,0.07024900274643961,0.02008540815587069,0.01389154191817931,0.012070460594595314,0.06579422906464716,0.04208475173662529,0.02293736325834921,0.008900027289091476,16,2
008_1_neutral,008,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/008_1_neutral/008_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/008_18_eye_closed/mesh.ply,31419,31419,6398,6398,0.0,0.0,0.006640236379140673,0.014815893529246994,0.02969874764385743,0.010185873673943502,0.009171742866377388,0.007404664061244232,0.030950169339676693,0.020585072187184954,0.028426537168898747,0.014383326621159287,0.012490795421867264,0.05472603101361015,0.043529326347783275,0.023327064292694,0.006825747427585634,16,2
008_1_neutral,008,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/008_1_neutral/008_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/008_18_eye_closed/mesh.ply,35709,31419,6398,0,0.0,0.0,0.018159520477663327,0.022120813413878875,0.03606665473766292,0.010185873673943502,0.012485389750427383,0.009330439929078267,0.030950169339676693,0.025181703730532714,0.028426537168898747,0.011202672774378322,0.009565864094563023,0.05472603101361015,0.026049925042416617,0.023327064292694,0.0073533628678122435,16,2
008_1_neutral,008,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/008_1_neutral/008_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/008_18_eye_closed/mesh.ply,31419,31419,6398,6398,0.0,0.0,0.0048910725596546965,0.010797527255773784,0.018100300186171207,0.010185873673943502,0.010448710993125014,0.00825502218324389,0.030950169339676693,0.02353523917756725,0.028426537168898747,0.021117987146016065,0.018034717020384214,0.05472603101361015,0.04599114593326237,0.023327064292694,0.014305675302620013,8,2
008_1_neutral,008,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/008_1_neutral/008_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/008_18_eye_closed/mesh.ply,31419,31419,6398,6398,0.0,0.0,0.006617187302109378,0.014784644916404209,0.029630885858659094,0.010185873673943502,0.009184593162366616,0.007421485056565918,0.030950169339676693,0.020644329147231032,0.028426537168898747,0.01458282552730873,0.013218033121588058,0.05472603101361015,0.043959772827763165,0.023327064292694,0.006941652718545533,16,2
008_10_dimpler,008,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/008_10_dimpler/008_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/008_18_eye_closed/mesh.ply,31518,31518,6246,6246,0.0,0.0,0.006160324517725921,0.012201904649973028,0.02906128099721925,0.009779949043387033,0.009442978015718077,0.007563334228635441,0.029358798172019432,0.01872587363704615,0.026208491501699505,0.01142930375818062,0.00985558891523205,0.045531513067264565,0.03792708490197267,0.02406913779878566,0.00720029740202982,16,2
008_10_dimpler,008,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/008_10_dimpler/008_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/008_18_eye_closed/mesh.ply,35709,31518,6246,0,0.0,0.0,0.014681298361797004,0.019346565321085443,0.031016873825408516,0.009779949043387033,0.010884673788439617,0.008380275027867232,0.029358798172019432,0.021841038865707752,0.026208491501699505,0.009580167421950277,0.008263855924775156,0.045531513067264565,0.020373655212052068,0.02406913779878566,0.005728069880937533,16,2
008_10_dimpler,008,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/008_10_dimpler/008_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/008_18_eye_closed/mesh.ply,31518,31518,6246,6246,0.0,0.0,0.004421251795488322,0.00838458908679767,0.01704248966560387,0.009779949043387033,0.010103960837623379,0.008047241545141677,0.029358798172019432,0.022657399814129037,0.026208491501699505,0.017565149498814474,0.014841139626144521,0.045531513067264565,0.039332054405820334,0.02406913779878566,0.014530647709618347,8,2
008_10_dimpler,008,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/008_10_dimpler/008_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/008_18_eye_closed/mesh.ply,31518,31518,6246,6246,0.0,0.0,0.006144446958296593,0.012189759152524814,0.029035682917866328,0.009779949043387033,0.009466371508284013,0.007590343360284406,0.029358798172019432,0.018835478771540338,0.026208491501699505,0.011500475151370327,0.01030468770479373,0.045531513067264565,0.03819535218386981,0.02406913779878566,0.007308683904848128,16,2
009_10_dimpler,009,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/009_10_dimpler/009_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/009_18_eye_closed/mesh.ply,31615,31615,6163,6163,0.0,0.0,0.011271681498844983,0.02473362235074138,0.0521525506790066,0.012205870783042904,0.015551168882450462,0.011973452302132743,0.0368996450242919,0.028435127087232975,0.027640776728314477,0.016805588749397506,0.014726568146725627,0.07606137059059831,0.054593572122289394,0.02986191158159639,0.010153505877409626,16,2
009_10_dimpler,009,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/009_10_dimpler/009_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/009_18_eye_closed/mesh.ply,35709,31615,6163,0,0.0,0.0,0.02831423612888839,0.034060074138481,0.05080140989550057,0.012205870783042904,0.020540016952368522,0.01573798579038854,0.0368996450242919,0.03540757585566645,0.027640776728314477,0.014915706352881454,0.012962860299004956,0.07606137059059831,0.045968997871639106,0.02986191158159639,0.009514933273939858,16,2
009_10_dimpler,009,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/009_10_dimpler/009_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/009_18_eye_closed/mesh.ply,31615,31615,6163,6163,0.0,0.0,0.0037246644921203925,0.007531940605185389,0.019941510470912922,0.012205870783042904,0.012534889655105637,0.01013071811877492,0.0368996450242919,0.03155168813255022,0.027640776728314477,0.02156594500964367,0.019286900552798233,0.07606137059059831,0.06173608556846467,0.02986191158159639,0.021975393897582705,8,2
009_10_dimpler,009,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/009_10_dimpler/009_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/009_18_eye_closed/mesh.ply,31615,31615,6163,6163,0.0,0.0,0.011249456916281562,0.024640944526249122,0.051558665736691864,0.012205870783042904,0.015556356374467088,0.011996681324163525,0.0368996450242919,0.02845445451452176,0.027640776728314477,0.017042065126829355,0.015550043578225474,0.07606137059059831,0.05505338930544621,0.02986191158159639,0.010384611182673536,16,2
010_15_lip_roll,010,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/010_15_lip_roll/010_15_lip_roll_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/010_18_eye_closed/mesh.ply,31448,31448,6428,6428,0.0,0.0,0.004902590607448529,0.009567601256046216,0.028382273312948347,0.01722444376954959,0.014786658846768753,0.011894081443450371,0.0531363119230846,0.04613480975783135,0.02763871960333942,0.017805047333286122,0.015544422181096194,0.08278686858662342,0.05991881165261709,0.015181051507177513,0.0064161240192213516,16,2
